Conta: 1000403020
Titular: 
Data Inicial: 17/06/2024
Data Final: 17/06/2025

Ativo;Abertura;Fechamento;Tempo Operação;Qtd Compra;Qtd Venda;Lado;Preço Compra;Preço Venda;Preço de Mercado;Médio;Res. Intervalo;Res. Intervalo (%);Número Operação;Res. Operação;Res. Operação (%);Drawdown;Ganho Max.;Perda Max.;TET;Total
BITFUT;12/06/2025 13:42:00;12/06/2025 14:11:00;29min;3;3;C;602.020,00;602.600,00;573.260,00;Não;17,40;580,00;268;17,40;580,00;17,40;0,00;0,00;22min;1.354,00
BITFUT;12/06/2025 14:43:00;12/06/2025 15:24:00;41min;3;3;C;604.800,00;601.460,00;573.260,00;Não;-100,20;-3.340,00;269;-100,20;-3.340,00;-100,20;0,00;0,00;1h1min;1.253,80
BITFUT;13/06/2025 10:34:00;13/06/2025 10:59:00;25min;3;3;V;586.286,67;588.140,00;573.260,00;Não;55,60;1.853,33;270;55,60;1.853,33;446,40;0,00;0,00;19h51min;1.309,40
BITFUT;13/06/2025 11:05:00;13/06/2025 11:17:00;12min;3;3;V;584.073,33;586.020,00;573.260,00;Não;58,40;1.946,67;271;58,40;1.946,67;382,80;0,00;0,00;31min;1.367,80
BITFUT;17/06/2025 10:17:00;17/06/2025 10:46:00;29min;3;3;V;579.840,00;580.880,00;573.260,00;Não;31,20;1.040,00;272;31,20;1.040,00;228,60;0,00;0,00;3d23h;1.399,00
BITFUT;17/06/2025 10:50:00;17/06/2025 10:54:00;4min;3;3;V;578.480,00;579.060,00;573.260,00;Não;17,40;580,00;273;17,40;580,00;174,00;0,00;0,00;33min;1.416,40
BITFUT;17/06/2025 11:05:00;17/06/2025 11:14:00;9min;3;3;V;580.980,00;577.640,00;573.260,00;Não;-100,20;-3.340,00;274;-100,20;-3.340,00;131,40;0,00;0,00;15min;1.316,20
BITFUT;17/06/2025 11:37:00;17/06/2025 11:59:00;22min;3;3;V;578.200,00;579.160,00;573.260,00;Sim;28,80;960,00;275;28,80;960,00;177,00;0,00;0,00;32min;1.345,00
BITFUT;17/06/2025 12:54:00;17/06/2025 13:27:00;33min;3;3;V;572.920,00;573.500,00;573.260,00;Não;17,40;580,00;276;17,40;580,00;7,20;0,00;0,00;1h17min;1.362,40
BITFUT;17/06/2025 14:05:00;17/06/2025 14:29:00;24min;3;3;V;572.920,00;569.580,00;573.260,00;Não;-100,20;-3.340,00;277;-100,20;-3.340,00;-110,40;0,00;0,00;1h11min;1.262,20
